image_id,relative_path,absolute_path,file_name,class_name,class_id
259,Dry chili/Dry chili00260.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00260.JPG,Dry chili00260.JPG,Dry Chili,0
260,Dry chili/Dry chili00261.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00261.JPG,Dry chili00261.JPG,Dry Chili,0
261,Dry chili/Dry chili00262.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00262.JPG,Dry chili00262.JPG,Dry Chili,0
262,Dry chili/Dry chili00263.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00263.JPG,Dry chili00263.JPG,Dry Chili,0
263,Dry chili/Dry chili00264.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00264.JPG,Dry chili00264.JPG,Dry Chili,0
264,Dry chili/Dry chili00265.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00265.JPG,Dry chili00265.JPG,Dry Chili,0
265,Dry chili/Dry chili00266.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00266.JPG,Dry chili00266.JPG,Dry Chili,0
266,Dry chili/Dry chili00267.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00267.JPG,Dry chili00267.JPG,Dry Chili,0
267,Dry chili/Dry chili00268.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00268.JPG,Dry chili00268.JPG,Dry Chili,0
268,Dry chili/Dry chili00269.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00269.JPG,Dry chili00269.JPG,Dry Chili,0
269,Dry chili/Dry chili00270.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00270.JPG,Dry chili00270.JPG,Dry Chili,0
270,Dry chili/Dry chili00271.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00271.JPG,Dry chili00271.JPG,Dry Chili,0
271,Dry chili/Dry chili00272.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00272.JPG,Dry chili00272.JPG,Dry Chili,0
272,Dry chili/Dry chili00273.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00273.JPG,Dry chili00273.JPG,Dry Chili,0
273,Dry chili/Dry chili00274.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00274.JPG,Dry chili00274.JPG,Dry Chili,0
274,Dry chili/Dry chili00275.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00275.JPG,Dry chili00275.JPG,Dry Chili,0
275,Dry chili/Dry chili00276.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00276.JPG,Dry chili00276.JPG,Dry Chili,0
276,Dry chili/Dry chili00277.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00277.JPG,Dry chili00277.JPG,Dry Chili,0
277,Dry chili/Dry chili00278.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00278.JPG,Dry chili00278.JPG,Dry Chili,0
278,Dry chili/Dry chili00279.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00279.JPG,Dry chili00279.JPG,Dry Chili,0
279,Dry chili/Dry chili00280.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00280.JPG,Dry chili00280.JPG,Dry Chili,0
280,Dry chili/Dry chili00281.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00281.JPG,Dry chili00281.JPG,Dry Chili,0
281,Dry chili/Dry chili00282.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00282.JPG,Dry chili00282.JPG,Dry Chili,0
282,Dry chili/Dry chili00283.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00283.JPG,Dry chili00283.JPG,Dry Chili,0
283,Dry chili/Dry chili00284.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00284.JPG,Dry chili00284.JPG,Dry Chili,0
284,Dry chili/Dry chili00285.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00285.JPG,Dry chili00285.JPG,Dry Chili,0
285,Dry chili/Dry chili00286.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00286.JPG,Dry chili00286.JPG,Dry Chili,0
286,Dry chili/Dry chili00287.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00287.JPG,Dry chili00287.JPG,Dry Chili,0
287,Dry chili/Dry chili00288.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00288.JPG,Dry chili00288.JPG,Dry Chili,0
288,Dry chili/Dry chili00289.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00289.JPG,Dry chili00289.JPG,Dry Chili,0
289,Dry chili/Dry chili00290.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00290.JPG,Dry chili00290.JPG,Dry Chili,0
290,Dry chili/Dry chili00291.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00291.JPG,Dry chili00291.JPG,Dry Chili,0
291,Dry chili/Dry chili00292.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00292.JPG,Dry chili00292.JPG,Dry Chili,0
292,Dry chili/Dry chili00293.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00293.JPG,Dry chili00293.JPG,Dry Chili,0
293,Dry chili/Dry chili00294.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00294.JPG,Dry chili00294.JPG,Dry Chili,0
294,Dry chili/Dry chili00295.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00295.JPG,Dry chili00295.JPG,Dry Chili,0
295,Dry chili/Dry chili00296.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00296.JPG,Dry chili00296.JPG,Dry Chili,0
296,Dry chili/Dry chili00297.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00297.JPG,Dry chili00297.JPG,Dry Chili,0
297,Dry chili/Dry chili00298.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00298.JPG,Dry chili00298.JPG,Dry Chili,0
298,Dry chili/Dry chili00299.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00299.JPG,Dry chili00299.JPG,Dry Chili,0
299,Dry chili/Dry chili00300.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00300.JPG,Dry chili00300.JPG,Dry Chili,0
300,Dry chili/Dry chili00301.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00301.JPG,Dry chili00301.JPG,Dry Chili,0
301,Dry chili/Dry chili00302.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00302.JPG,Dry chili00302.JPG,Dry Chili,0
302,Dry chili/Dry chili00303.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00303.JPG,Dry chili00303.JPG,Dry Chili,0
303,Dry chili/Dry chili00304.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00304.JPG,Dry chili00304.JPG,Dry Chili,0
304,Dry chili/Dry chili00305.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00305.JPG,Dry chili00305.JPG,Dry Chili,0
305,Dry chili/Dry chili00306.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00306.JPG,Dry chili00306.JPG,Dry Chili,0
306,Dry chili/Dry chili00307.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00307.JPG,Dry chili00307.JPG,Dry Chili,0
307,Dry chili/Dry chili00308.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00308.JPG,Dry chili00308.JPG,Dry Chili,0
308,Dry chili/Dry chili00309.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00309.JPG,Dry chili00309.JPG,Dry Chili,0
309,Dry chili/Dry chili00310.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00310.JPG,Dry chili00310.JPG,Dry Chili,0
310,Dry chili/Dry chili00311.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00311.JPG,Dry chili00311.JPG,Dry Chili,0
311,Dry chili/Dry chili00312.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00312.JPG,Dry chili00312.JPG,Dry Chili,0
312,Dry chili/Dry chili00313.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00313.JPG,Dry chili00313.JPG,Dry Chili,0
313,Dry chili/Dry chili00314.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00314.JPG,Dry chili00314.JPG,Dry Chili,0
314,Dry chili/Dry chili00315.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00315.JPG,Dry chili00315.JPG,Dry Chili,0
315,Dry chili/Dry chili00316.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00316.JPG,Dry chili00316.JPG,Dry Chili,0
316,Dry chili/Dry chili00317.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00317.JPG,Dry chili00317.JPG,Dry Chili,0
317,Dry chili/Dry chili00318.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00318.JPG,Dry chili00318.JPG,Dry Chili,0
318,Dry chili/Dry chili00319.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00319.JPG,Dry chili00319.JPG,Dry Chili,0
319,Dry chili/Dry chili00320.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00320.JPG,Dry chili00320.JPG,Dry Chili,0
320,Dry chili/Dry chili00321.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00321.JPG,Dry chili00321.JPG,Dry Chili,0
321,Dry chili/Dry chili00322.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00322.JPG,Dry chili00322.JPG,Dry Chili,0
322,Dry chili/Dry chili00323.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00323.JPG,Dry chili00323.JPG,Dry Chili,0
323,Dry chili/Dry chili00324.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00324.JPG,Dry chili00324.JPG,Dry Chili,0
324,Dry chili/Dry chili00325.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00325.JPG,Dry chili00325.JPG,Dry Chili,0
325,Dry chili/Dry chili00326.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00326.JPG,Dry chili00326.JPG,Dry Chili,0
326,Dry chili/Dry chili00327.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00327.JPG,Dry chili00327.JPG,Dry Chili,0
327,Dry chili/Dry chili00328.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00328.JPG,Dry chili00328.JPG,Dry Chili,0
328,Dry chili/Dry chili00329.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00329.JPG,Dry chili00329.JPG,Dry Chili,0
329,Dry chili/Dry chili00330.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00330.JPG,Dry chili00330.JPG,Dry Chili,0
330,Dry chili/Dry chili00331.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00331.JPG,Dry chili00331.JPG,Dry Chili,0
331,Dry chili/Dry chili00332.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00332.JPG,Dry chili00332.JPG,Dry Chili,0
332,Dry chili/Dry chili00333.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00333.JPG,Dry chili00333.JPG,Dry Chili,0
333,Dry chili/Dry chili00334.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00334.JPG,Dry chili00334.JPG,Dry Chili,0
334,Dry chili/Dry chili00335.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00335.JPG,Dry chili00335.JPG,Dry Chili,0
335,Dry chili/Dry chili00336.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00336.JPG,Dry chili00336.JPG,Dry Chili,0
336,Dry chili/Dry chili00337.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00337.JPG,Dry chili00337.JPG,Dry Chili,0
337,Dry chili/Dry chili00338.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00338.JPG,Dry chili00338.JPG,Dry Chili,0
338,Dry chili/Dry chili00339.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00339.JPG,Dry chili00339.JPG,Dry Chili,0
339,Dry chili/Dry chili00340.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00340.JPG,Dry chili00340.JPG,Dry Chili,0
340,Dry chili/Dry chili00341.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00341.JPG,Dry chili00341.JPG,Dry Chili,0
341,Dry chili/Dry chili00342.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00342.JPG,Dry chili00342.JPG,Dry Chili,0
342,Dry chili/Dry chili00343.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00343.JPG,Dry chili00343.JPG,Dry Chili,0
343,Dry chili/Dry chili00344.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00344.JPG,Dry chili00344.JPG,Dry Chili,0
344,Dry chili/Dry chili00345.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00345.JPG,Dry chili00345.JPG,Dry Chili,0
345,Dry chili/Dry chili00346.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00346.JPG,Dry chili00346.JPG,Dry Chili,0
346,Dry chili/Dry chili00347.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00347.JPG,Dry chili00347.JPG,Dry Chili,0
347,Dry chili/Dry chili00348.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00348.JPG,Dry chili00348.JPG,Dry Chili,0
348,Dry chili/Dry chili00349.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00349.JPG,Dry chili00349.JPG,Dry Chili,0
349,Dry chili/Dry chili00350.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00350.JPG,Dry chili00350.JPG,Dry Chili,0
350,Dry chili/Dry chili00351.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00351.JPG,Dry chili00351.JPG,Dry Chili,0
351,Dry chili/Dry chili00352.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00352.JPG,Dry chili00352.JPG,Dry Chili,0
352,Dry chili/Dry chili00353.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00353.JPG,Dry chili00353.JPG,Dry Chili,0
353,Dry chili/Dry chili00354.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00354.JPG,Dry chili00354.JPG,Dry Chili,0
354,Dry chili/Dry chili00355.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00355.JPG,Dry chili00355.JPG,Dry Chili,0
355,Dry chili/Dry chili00356.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00356.JPG,Dry chili00356.JPG,Dry Chili,0
356,Dry chili/Dry chili00357.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00357.JPG,Dry chili00357.JPG,Dry Chili,0
357,Dry chili/Dry chili00358.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00358.JPG,Dry chili00358.JPG,Dry Chili,0
358,Dry chili/Dry chili00359.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00359.JPG,Dry chili00359.JPG,Dry Chili,0
359,Dry chili/Dry chili00360.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00360.JPG,Dry chili00360.JPG,Dry Chili,0
360,Dry chili/Dry chili00361.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00361.JPG,Dry chili00361.JPG,Dry Chili,0
361,Dry chili/Dry chili00362.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00362.JPG,Dry chili00362.JPG,Dry Chili,0
362,Dry chili/Dry chili00363.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00363.JPG,Dry chili00363.JPG,Dry Chili,0
363,Dry chili/Dry chili00364.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00364.JPG,Dry chili00364.JPG,Dry Chili,0
364,Dry chili/Dry chili00365.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00365.JPG,Dry chili00365.JPG,Dry Chili,0
365,Dry chili/Dry chili00366.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00366.JPG,Dry chili00366.JPG,Dry Chili,0
366,Dry chili/Dry chili00367.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00367.JPG,Dry chili00367.JPG,Dry Chili,0
367,Dry chili/Dry chili00368.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00368.JPG,Dry chili00368.JPG,Dry Chili,0
368,Dry chili/Dry chili00369.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00369.JPG,Dry chili00369.JPG,Dry Chili,0
369,Dry chili/Dry chili00370.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00370.JPG,Dry chili00370.JPG,Dry Chili,0
370,Dry chili/Dry chili00371.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00371.JPG,Dry chili00371.JPG,Dry Chili,0
371,Dry chili/Dry chili00372.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00372.JPG,Dry chili00372.JPG,Dry Chili,0
372,Dry chili/Dry chili00373.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00373.JPG,Dry chili00373.JPG,Dry Chili,0
373,Dry chili/Dry chili00374.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00374.JPG,Dry chili00374.JPG,Dry Chili,0
374,Dry chili/Dry chili00375.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00375.JPG,Dry chili00375.JPG,Dry Chili,0
375,Dry chili/Dry chili00376.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00376.JPG,Dry chili00376.JPG,Dry Chili,0
376,Dry chili/Dry chili00377.JPG,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/Dry chili/Dry chili00377.JPG,Dry chili00377.JPG,Dry Chili,0
