path,class,label,source_group,dataset_mode,grouping_strategy
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_flipped_1164.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_flipped_1170.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_rotated_1165.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_rotated_1171.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_sheared_1169.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_sheared_1175.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_shifted_1166.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_shifted_1172.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_zoomed_1168.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00098_zoomed_1174.jpg,Bacterial Spot,0,class0::bacterial_spot00098,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_bright_1179.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_bright_1185.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_flipped_1176.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_flipped_1182.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_rotated_1177.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_rotated_1183.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_sheared_1181.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_sheared_1187.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_shifted_1178.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_shifted_1184.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_zoomed_1180.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00099_zoomed_1186.jpg,Bacterial Spot,0,class0::bacterial_spot00099,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_bright_1191.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_bright_1197.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_flipped_1188.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_flipped_1194.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_rotated_1189.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_rotated_1195.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_rotated_1906.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_sheared_1193.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_sheared_1199.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_shifted_1190.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_shifted_1196.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_shifted_1950.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_zoomed_1192.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_zoomed_1198.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00100_zoomed_1922.jpg,Bacterial Spot,0,class0::bacterial_spot00100,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_bright_1203.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_bright_1209.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_flipped_1200.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_flipped_1206.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_rotated_1201.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_rotated_1207.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_sheared_1205.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_sheared_1211.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_shifted_1202.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_shifted_1208.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_zoomed_1204.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00101_zoomed_1210.jpg,Bacterial Spot,0,class0::bacterial_spot00101,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_bright_1215.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_bright_1221.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_flipped_1212.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_flipped_1218.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_rotated_1213.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_rotated_1219.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_sheared_1217.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_sheared_1223.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_sheared_1987.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_shifted_1214.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_shifted_1220.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_zoomed_1216.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00102_zoomed_1222.jpg,Bacterial Spot,0,class0::bacterial_spot00102,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_bright_1227.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_bright_1233.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_flipped_1224.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_flipped_1230.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_rotated_1225.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_rotated_1231.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_sheared_1229.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_sheared_1235.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_shifted_1226.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_shifted_1232.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_shifted_1954.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_shifted_1991.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_zoomed_1228.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00103_zoomed_1234.jpg,Bacterial Spot,0,class0::bacterial_spot00103,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_bright_1239.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_bright_1245.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_flipped_1236.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_flipped_1242.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_rotated_1237.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_rotated_1243.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_rotated_1893.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_sheared_1241.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_sheared_1247.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_shifted_1238.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_shifted_1244.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_zoomed_1240.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_zoomed_1246.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00104_zoomed_1978.jpg,Bacterial Spot,0,class0::bacterial_spot00104,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_bright_1251.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_bright_1257.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_flipped_1248.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_flipped_1254.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_rotated_1249.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_rotated_1255.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_rotated_1931.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_sheared_1253.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_sheared_1259.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_shifted_1250.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_shifted_1256.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_zoomed_1252.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_zoomed_1258.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00105_zoomed_1969.jpg,Bacterial Spot,0,class0::bacterial_spot00105,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_bright_1263.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_bright_1269.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_flipped_1260.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_flipped_1266.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_rotated_1261.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_rotated_1267.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_rotated_1935.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_sheared_1265.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_sheared_1271.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_shifted_1262.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_shifted_1268.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_zoomed_1264.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_zoomed_1270.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00106_zoomed_1947.jpg,Bacterial Spot,0,class0::bacterial_spot00106,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_bright_1275.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_bright_1281.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_flipped_1272.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_flipped_1278.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_rotated_1273.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_rotated_1279.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_rotated_1923.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_rotated_1967.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_sheared_1277.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_sheared_1283.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Bacterial Spot/Bacterial Spot00107_shifted_1274.jpg,Bacterial Spot,0,class0::bacterial_spot00107,augmented,known_aug_marker
